DR_NO,Date_Rptd,DATE_OCC,TIME_OCC,AREA,AREA_NAME,Rpt_Dist_No,Part_1_2,Crm_Cd,Crm_Cd_Desc,Mocodes,Vict_Age,Vict_Sex,Vict_Descent,Premis_Cd,Premis_Desc,Weapon_Used_Cd,Weapon_Desc,Status,Status_Desc,Crm_Cd_1,Crm_Cd_2,Crm_Cd_3,Crm_Cd_4,LOCATION,Cross_Street,LAT,LON
100119170,10/23/2010 12:00:00 AM,10/23/2010 12:00:00 AM,2030,01,Central,0155,2,624,BATTERY - SIMPLE ASSAULT,0416 1202,63,M,H,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,500    MAPLE                        AV,,34.0454,-118.2466
100119171,10/24/2010 12:00:00 AM,10/24/2010 12:00:00 AM,0220,01,Central,0182,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,44,F,B,101,STREET,307,VEHICLE,IC,Invest Cont,230,,,,HOPE                         ST,OLYMPIC                      BL,34.0437,-118.2617
100119172,10/23/2010 12:00:00 AM,10/23/2010 12:00:00 AM,1400,01,Central,0152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,55,M,H,738,LIBRARY,,,IC,Invest Cont,440,,,,600 W  5TH                          ST,,34.0502,-118.254
100119177,10/23/2010 12:00:00 AM,10/23/2010 12:00:00 AM,1405,01,Central,0148,2,860,BATTERY WITH SEXUAL CONTACT,0500 0522 1217 1251,12,F,B,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,400    TOWNE                        AV,,34.0444,-118.2407
100119178,10/24/2010 12:00:00 AM,10/24/2010 12:00:00 AM,1500,01,Central,0155,2,624,BATTERY - SIMPLE ASSAULT,0416,0,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",302,BLUNT INSTRUMENT,IC,Invest Cont,624,,,,500    MAPLE                        AV,,34.0454,-118.2466
100119180,10/24/2010 12:00:00 AM,10/24/2010 12:00:00 AM,0810,01,Central,0111,2,624,BATTERY - SIMPLE ASSAULT,0416,50,F,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 N  MAIN                         ST,,34.0565,-118.2395
100119181,10/24/2010 12:00:00 AM,10/24/2010 12:00:00 AM,1413,01,Central,0166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0202 0416 0417 1402,38,M,B,101,STREET,308,STICK,AA,Adult Arrest,230,998,,,600 S  SAN PEDRO                    ST,,34.0423,-118.2452
100119182,10/24/2010 12:00:00 AM,10/23/2010 12:00:00 AM,1810,01,Central,0185,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1602,28,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,1200    MAPLE                        AV,,34.0357,-118.2563
100119183,10/24/2010 12:00:00 AM,10/24/2010 12:00:00 AM,1420,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0416,36,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S  SAN PEDRO                    ST,,34.0423,-118.2452
100119186,10/24/2010 12:00:00 AM,10/23/2010 12:00:00 AM,1400,01,Central,0154,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,33,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,500 S  MAIN                         ST,,34.0467,-118.2485
100119187,10/24/2010 12:00:00 AM,10/23/2010 12:00:00 AM,2245,01,Central,0159,1,330,BURGLARY FROM VEHICLE,0344 0358 1307 1609,29,F,O,101,STREET,,,IC,Invest Cont,330,,,,SANTA FE,PALMETTO,34.0394,-118.2307
100119188,10/24/2010 12:00:00 AM,10/24/2010 12:00:00 AM,1200,01,Central,0122,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416,53,M,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1ST                          ST,HILL,34.0544,-118.2466
100119189,10/24/2010 12:00:00 AM,10/23/2010 12:00:00 AM,1830,01,Central,0152,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,28,F,H,503,HOTEL,,,IC,Invest Cont,341,,,,500 S  GRAND                        AV,,34.0502,-118.254
100119190,10/24/2010 12:00:00 AM,10/22/2010 12:00:00 AM,2300,01,Central,0158,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,57,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,500    CERES                        AV,,34.0416,-118.2398
100119191,10/24/2010 12:00:00 AM,10/24/2010 12:00:00 AM,2035,01,Central,0129,1,441,THEFT PLAIN - ATTEMPT,0100 0344 1402,35,M,O,218,BEAUTY/BARBER SHOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,441,664,,,1000 E  1ST                          ST,,34.0483,-118.2326
100119192,10/24/2010 12:00:00 AM,10/24/2010 12:00:00 AM,0500,01,Central,0159,1,121,"RAPE, FORCIBLE",0500 1300 1402,33,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,1300    FACTORY                      PL,,34.0392,-118.2363
100119196,10/24/2010 12:00:00 AM,10/24/2010 12:00:00 AM,1820,01,Central,0111,2,813,CHILD ANNOYING (17YRS & UNDER),0500,11,F,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,813,,,,MAIN,CESAR E CHAVEZ,34.0583,-118.2378
100119201,10/21/2010 12:00:00 AM,10/16/2010 12:00:00 AM,2230,01,Central,0139,1,330,BURGLARY FROM VEHICLE,0344 1307 1609,26,M,H,101,STREET,,,IC,Invest Cont,330,,,,1ST,GAREY,34.0486,-118.2351
100119202,10/25/2010 12:00:00 AM,10/25/2010 12:00:00 AM,1205,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,51,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600    SAN JULIAN                   ST,,34.0428,-118.2461
100119204,10/25/2010 12:00:00 AM,10/24/2010 12:00:00 AM,2000,01,Central,0142,1,350,"THEFT, PERSON",0344,22,M,H,101,STREET,,,IC,Invest Cont,350,,,,GRAND                        AV,4TH                          ST,34.0516,-118.2526
100119208,10/25/2010 12:00:00 AM,10/24/2010 12:00:00 AM,1445,01,Central,0195,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,26,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,745,,,,1800 S  MAIN                         ST,,34.0317,-118.2641
100119209,10/25/2010 12:00:00 AM,10/21/2010 12:00:00 AM,0343,01,Central,0163,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,44,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,800 S  BROADWAY,,34.0438,-118.2547
100119212,10/25/2010 12:00:00 AM,10/25/2010 12:00:00 AM,1105,01,Central,0162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0907 1402,27,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,998,,,700 W  7TH                          ST,,34.048,-118.2577
100119215,10/25/2010 12:00:00 AM,10/24/2010 12:00:00 AM,2040,01,Central,0111,1,330,BURGLARY FROM VEHICLE,0344 1609,26,M,W,101,STREET,,,IC,Invest Cont,330,,,,CESAR E CHAVEZ,FIGUEROA                     ST,34.0627,-118.2463
100119217,10/25/2010 12:00:00 AM,10/25/2010 12:00:00 AM,1205,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,45,M,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,600    SAN JULIAN                   ST,,34.0428,-118.2461
100119218,10/25/2010 12:00:00 AM,10/25/2010 12:00:00 AM,1140,01,Central,0151,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,32,M,H,101,STREET,,,IC,Invest Cont,341,,,,500 S  FIGUEROA                     ST,,34.0523,-118.2572
100119219,10/25/2010 12:00:00 AM,10/25/2010 12:00:00 AM,0900,01,Central,0155,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,55,F,H,216,SWAP MEET,,,IC,Invest Cont,341,,,,500 S  LOS ANGELES                  ST,,34.0461,-118.2476
100119220,10/25/2010 12:00:00 AM,10/02/2010 12:00:00 AM,1000,01,Central,0171,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,31,M,W,503,HOTEL,,,IC,Invest Cont,341,,,,900 W  OLYMPIC                      BL,,34.0454,-118.2657
100119223,10/25/2010 12:00:00 AM,10/25/2010 12:00:00 AM,1010,01,Central,0166,1,761,BRANDISH WEAPON,0334,41,M,B,101,STREET,207,OTHER KNIFE,IC,Invest Cont,761,,,,600    SAN JULIAN                   ST,,34.0428,-118.2461
100119224,10/25/2010 12:00:00 AM,10/25/2010 12:00:00 AM,1300,01,Central,0158,1,210,ROBBERY,0342 0344 0400,40,M,H,124,BUS STOP,203,DIRK/DAGGER,IC,Invest Cont,210,,,,7TH,CENTRAL                      AV,34.0364,-118.2406
100119225,10/25/2010 12:00:00 AM,10/25/2010 12:00:00 AM,1315,01,Central,0192,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1607,52,F,O,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,1800 S  GRAND                        AV,,34.0342,-118.2673
100119226,10/25/2010 12:00:00 AM,10/22/2010 12:00:00 AM,1700,01,Central,0176,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1402,19,M,H,102,SIDEWALK,,,AA,Adult Arrest,341,998,,,800    WALL                         ST,,34.0401,-118.2504
100119227,10/25/2010 12:00:00 AM,10/25/2010 12:00:00 AM,1800,01,Central,0143,1,441,THEFT PLAIN - ATTEMPT,0325 0416,36,F,H,406,OTHER STORE,,,IC,Invest Cont,441,664,,,400 S  BROADWAY,,34.0495,-118.2494
100119228,10/25/2010 12:00:00 AM,10/24/2010 12:00:00 AM,1200,01,Central,0185,1,310,BURGLARY,0325 1602,43,M,O,406,OTHER STORE,,,IC,Invest Cont,310,,,,1100    MAPLE                        AV,,34.0371,-118.2551
100119230,10/25/2010 12:00:00 AM,10/19/2010 12:00:00 AM,0845,01,Central,0176,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,28,F,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,8TH,SANTEE,34.0408,-118.2511
100119233,10/25/2010 12:00:00 AM,10/14/2010 12:00:00 AM,0900,01,Central,0139,2,354,THEFT OF IDENTITY,0377,38,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,100 S  ALAMEDA                      ST,,34.049,-118.2381
100119235,10/25/2010 12:00:00 AM,10/25/2010 12:00:00 AM,1850,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1402,22,M,H,404,DEPARTMENT STORE,,,AO,Adult Other,442,998,,,700 W  7TH                          ST,,34.048,-118.2577
100119243,10/26/2010 12:00:00 AM,10/22/2010 12:00:00 AM,2100,01,Central,0192,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1300 S  FLOWER                       ST,,34.0401,-118.2668
100119247,10/26/2010 12:00:00 AM,10/26/2010 12:00:00 AM,1120,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0400 1242,42,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
100119248,10/26/2010 12:00:00 AM,10/25/2010 12:00:00 AM,1030,01,Central,0166,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432,57,M,B,504,OTHER RESIDENCE,511,VERBAL THREAT,IC,Invest Cont,930,,,,600    SAN JULIAN                   ST,,34.0428,-118.2461
100119253,10/26/2010 12:00:00 AM,10/25/2010 12:00:00 AM,2200,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0416 0429 1008,38,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S  SAN PEDRO                    ST,,34.0423,-118.2452
100119254,10/26/2010 12:00:00 AM,10/26/2010 12:00:00 AM,0215,01,Central,0128,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,28,F,H,102,SIDEWALK,,,IC,Invest Cont,341,,,,200 E  2ND                          ST,,34.0503,-118.2433
100119255,10/26/2010 12:00:00 AM,10/26/2010 12:00:00 AM,0920,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0337 0408 0416,40,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,300 E  5TH                          ST,,34.0449,-118.2458
100119261,10/26/2010 12:00:00 AM,10/26/2010 12:00:00 AM,1800,01,Central,0165,2,624,BATTERY - SIMPLE ASSAULT,0416,25,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,7TH,MAPLE,34.0419,-118.2485
100119262,10/26/2010 12:00:00 AM,10/26/2010 12:00:00 AM,1800,01,Central,0165,2,624,BATTERY - SIMPLE ASSAULT,0416,24,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,7TH,MAPLE,34.0419,-118.2485
100119263,10/26/2010 12:00:00 AM,10/26/2010 12:00:00 AM,1800,01,Central,0191,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0305 0345 0416 0429 0906 0917 1313,30,M,H,102,SIDEWALK,308,STICK,IC,Invest Cont,230,,,,FIGUEROA,PICO,34.0402,-118.2684
100119264,10/26/2010 12:00:00 AM,10/26/2010 12:00:00 AM,1645,01,Central,0112,1,350,"THEFT, PERSON",0344 0345 1205,46,M,W,102,SIDEWALK,,,IC,Invest Cont,350,,,,ALISO,MAIN,34.0554,-118.2404
100119265,10/26/2010 12:00:00 AM,10/26/2010 12:00:00 AM,1720,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0601 1402,24,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,998,,,700 W  7TH                          ST,,34.048,-118.2577
100119266,10/26/2010 12:00:00 AM,10/22/2010 12:00:00 AM,0800,01,Central,0135,2,354,THEFT OF IDENTITY,0914,65,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,100 E  3RD                          ST,,34.0496,-118.2458
100119267,10/26/2010 12:00:00 AM,10/25/2010 12:00:00 AM,0130,01,Central,0192,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,28,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1300 S  HOPE                         ST,,34.0395,-118.2656
100119273,10/27/2010 12:00:00 AM,10/26/2010 12:00:00 AM,1735,01,Central,0111,2,624,BATTERY - SIMPLE ASSAULT,0416,17,M,W,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374
100119274,10/27/2010 12:00:00 AM,10/26/2010 12:00:00 AM,2030,01,Central,0153,2,860,BATTERY WITH SEXUAL CONTACT,0432 0522 0917 2004,21,F,B,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,500 S  SPRING                       ST,,34.0474,-118.2496
100119276,10/27/2010 12:00:00 AM,10/25/2010 12:00:00 AM,0800,01,Central,0159,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,SANTA FE,6TH,34.0384,-118.2305
100119280,10/27/2010 12:00:00 AM,10/26/2010 12:00:00 AM,2340,01,Central,0157,1,210,ROBBERY,0344 0416,43,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,6TH,GLADYS,34.0398,-118.2413
100119281,10/27/2010 12:00:00 AM,10/27/2010 12:00:00 AM,0045,01,Central,0162,1,210,ROBBERY,0344 0416 0444,33,M,I,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,7TH,OLIVE,34.0467,-118.2556
100119283,10/27/2010 12:00:00 AM,10/26/2010 12:00:00 AM,1400,01,Central,0154,2,624,BATTERY - SIMPLE ASSAULT,0416,55,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,100 W  5TH                          ST,,34.0467,-118.2485
100119284,10/27/2010 12:00:00 AM,10/26/2010 12:00:00 AM,1930,01,Central,0191,1,330,BURGLARY FROM VEHICLE,0344 1606,37,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,1300 S  FIGUEROA                     ST,,34.0407,-118.268
100119285,10/26/2010 12:00:00 AM,10/25/2010 12:00:00 AM,1800,01,Central,0101,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,32,F,A,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,900    EVERETT                      ST,,34.0673,-118.2499
100119286,10/27/2010 12:00:00 AM,10/26/2010 12:00:00 AM,1130,01,Central,0159,1,330,BURGLARY FROM VEHICLE,0344 1607,31,M,H,101,STREET,,,IC,Invest Cont,330,,,,500    MOLINO                       ST,,34.0413,-118.2338
100119288,10/27/2010 12:00:00 AM,01/10/2010 12:00:00 AM,0800,01,Central,0182,2,354,THEFT OF IDENTITY,,0,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,400 W  OLYMPIC                      BL,,34.0423,-118.2595
100119289,10/27/2010 12:00:00 AM,10/27/2010 12:00:00 AM,0025,01,Central,0152,1,310,BURGLARY,1607,46,M,O,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,310,,,,7TH,HOPE,34.048,-118.2577
100119297,10/27/2010 12:00:00 AM,10/22/2010 12:00:00 AM,0650,01,Central,0192,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,69,M,H,108,PARKING LOT,,,IC,Invest Cont,440,,,,1800 S  GRAND                        AV,,34.0342,-118.2673
100119298,10/27/2010 12:00:00 AM,10/22/2010 12:00:00 AM,0650,01,Central,0122,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,45,M,A,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,100 N  HOPE                         ST,,34.0564,-118.2498
100119299,10/27/2010 12:00:00 AM,10/25/2010 12:00:00 AM,1200,01,Central,0163,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,57,M,W,101,STREET,,,IC,Invest Cont,440,,,,BROADWAY,7TH,34.0438,-118.2547
100119302,10/27/2010 12:00:00 AM,10/26/2010 12:00:00 AM,1800,01,Central,0162,1,310,BURGLARY,0344,24,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,400 W  8TH                          ST,,34.0445,-118.2558
100119307,10/27/2010 12:00:00 AM,10/26/2010 12:00:00 AM,1900,01,Central,0181,1,330,BURGLARY FROM VEHICLE,0344 1302,50,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,1200 S  FIGUEROA                     ST,,34.0423,-118.2666
100119309,10/27/2010 12:00:00 AM,10/26/2010 12:00:00 AM,2130,01,Central,0162,1,330,BURGLARY FROM VEHICLE,0329 1302,41,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,800 S  GRAND                        AV,,34.0459,-118.2579
100119312,10/27/2010 12:00:00 AM,10/26/2010 12:00:00 AM,1900,01,Central,0182,1,330,BURGLARY FROM VEHICLE,0344,33,M,H,101,STREET,,,IC,Invest Cont,330,,,,FRANCISCO                    ST,8TH                          ST,34.0481,-118.2633
100119314,10/27/2010 12:00:00 AM,10/27/2010 12:00:00 AM,0630,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0400,56,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,SAN PEDRO                    ST,6TH                          ST,34.0423,-118.2452
100119315,10/27/2010 12:00:00 AM,10/27/2010 12:00:00 AM,0850,01,Central,0111,2,946,OTHER MISCELLANEOUS CRIME,0432 0602 1300,33,F,H,729,SPECIALTY SCHOOL/OTHER,,,IC,Invest Cont,946,,,,800    YALE                         ST,,34.0632,-118.2408
100119316,10/27/2010 12:00:00 AM,10/04/2010 12:00:00 AM,1000,01,Central,0166,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,50,F,B,504,OTHER RESIDENCE,,,IC,Invest Cont,341,,,,600    SAN JULIAN                   ST,,34.0428,-118.2461
100119317,10/26/2010 12:00:00 AM,04/14/2010 12:00:00 AM,1000,01,Central,0154,2,354,THEFT OF IDENTITY,,47,M,B,101,STREET,,,IC,Invest Cont,354,,,,200 E  6TH                          ST,,34.045,-118.2495
100119319,10/27/2010 12:00:00 AM,10/23/2010 12:00:00 AM,1830,01,Central,0176,1,310,BURGLARY,0321 0344 1607,45,F,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,700 S  SAN PEDRO                    ST,,34.0407,-118.2468
100119323,10/27/2010 12:00:00 AM,10/27/2010 12:00:00 AM,0700,01,Central,0191,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,17TH                         ST,W  FIGUEROA,34.0373,-118.2707
100119324,10/27/2010 12:00:00 AM,10/09/2010 12:00:00 AM,0330,01,Central,0133,2,624,BATTERY - SIMPLE ASSAULT,0408 0400 0432,40,F,B,709,PUBLIC RESTROOM(INDOORS-INSIDE),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,200 S  BROADWAY,,34.0524,-118.2467
100119334,10/27/2010 12:00:00 AM,10/27/2010 12:00:00 AM,1500,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0416,25,F,B,504,OTHER RESIDENCE,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624,,,,600 S  SAN PEDRO                    ST,,34.0423,-118.2452
100119335,10/27/2010 12:00:00 AM,10/27/2010 12:00:00 AM,1800,01,Central,0157,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0400 0432 1402,39,F,B,101,STREET,204,FOLDING KNIFE,AO,Adult Other,230,998,,,5TH,SAN PEDRO,34.0435,-118.2427
100119336,10/27/2010 12:00:00 AM,10/27/2010 12:00:00 AM,0200,01,Central,0162,1,330,BURGLARY FROM VEHICLE,0344 1302 1609,59,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,800 S  GRAND                        AV,,34.0459,-118.2579
100119592,11/01/2010 12:00:00 AM,10/31/2010 12:00:00 AM,2030,01,Central,0111,1,210,ROBBERY,0334,67,M,H,102,SIDEWALK,207,OTHER KNIFE,IC,Invest Cont,210,,,,ORD                          ST,BROADWAY,34.0604,-118.2393
100119341,10/27/2010 12:00:00 AM,10/27/2010 12:00:00 AM,1550,01,Central,0124,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0917,30,F,H,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,341,,,,100 E  1ST                          ST,,34.0522,-118.2434
100119342,10/27/2010 12:00:00 AM,10/27/2010 12:00:00 AM,1300,01,Central,0152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,24,M,A,738,LIBRARY,,,IC,Invest Cont,440,,,,600 W  5TH                          ST,,34.0502,-118.254
100119343,10/27/2010 12:00:00 AM,10/26/2010 12:00:00 AM,1905,01,Central,0174,2,624,BATTERY - SIMPLE ASSAULT,0342 0416 0419 0913,20,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,LOS ANGELES                  ST,7TH                          ST,34.0433,-118.2504
100119349,10/28/2010 12:00:00 AM,10/27/2010 12:00:00 AM,2235,01,Central,0152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,18,M,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230,,,,HILL                         ST,5TH                          ST,34.0474,-118.2531
100119350,10/28/2010 12:00:00 AM,10/26/2010 12:00:00 AM,2200,01,Central,0192,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,34,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1600 S  GRAND                        AV,,34.0357,-118.2663
100119352,10/28/2010 12:00:00 AM,10/26/2010 12:00:00 AM,1750,01,Central,0159,2,943,CRUELTY TO ANIMALS,1501,0,M,O,710,OTHER PREMISE,,,IC,Invest Cont,943,,,,500    COLYTON                      ST,,34.0417,-118.2362
100119358,10/27/2010 12:00:00 AM,10/27/2010 12:00:00 AM,1830,01,Central,0142,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,67,F,B,710,OTHER PREMISE,,,IC,Invest Cont,440,,,,400 S  HOPE                         ST,,34.0522,-118.2538
100119359,10/27/2010 12:00:00 AM,10/27/2010 12:00:00 AM,2140,01,Central,0157,1,210,ROBBERY,0344 0416,49,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,CERES,7TH                          ST,34.038,-118.243
100119360,07/30/2010 12:00:00 AM,07/30/2010 12:00:00 AM,2200,01,Central,0182,2,805,PIMPING,,0,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,805,,,,900 S  HILL                         ST,,34.043,-118.2571
100119362,10/28/2010 12:00:00 AM,10/27/2010 12:00:00 AM,1900,01,Central,0101,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,25,M,H,101,STREET,,,IC,Invest Cont,745,,,,1300 W  SUNSET                       BL,,34.072,-118.2508
100119363,10/28/2010 12:00:00 AM,10/27/2010 12:00:00 AM,2230,01,Central,0101,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,26,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,1300 W  SUNSET                       BL,,34.072,-118.2508
